time,elbow_angle,shoulder_angle,elbow_current,shoulder_current
0.362,203.75,78.5,-0.022671089920343137,5.882352941176471E-5
0.383,203.0,78.5,-0.02301336550245098,4.901960784313726E-5
0.399,202.25,77.0,-0.061192650888480395,0.0011666666666666668
0.415,201.5,77.0,-0.07379461550245098,6.666666666666666E-4
0.432,201.0,77.0,-0.07339010799632353,-1.9607843137254903E-5
0.448,201.25,77.0,-0.0739813112745098,5.88235294117647E-5
0.464,202.5,77.0,-0.0747592103247549,1.4705882352941175E-4
0.481,205.5,79.25,-0.07208323759191176,3.4313725490196074E-4
0.497,207.5,77.25,-0.06794481464460785,2.5490196078431374E-4
0.514,210.75,77.5,-0.05689864813112746,2.5490196078431374E-4
0.534,214.75,79.75,-0.04855957031250001,1.3725490196078434E-4
0.55,218.25,78.0,-0.047221583946078435,1.9607843137254904E-4
0.567,221.25,78.0,-0.04793725107230393,9.803921568627452E-5
0.583,224.0,78.0,-0.04625698912377452,1.2745098039215687E-4
0.6,227.5,78.5,-0.04709712009803922,1.5686274509803922E-4
0.616,230.5,79.0,-0.04793725107230393,6.862745098039216E-5
0.632,233.5,79.25,-0.04827952665441177,1.6666666666666666E-4
0.649,236.75,79.75,-0.046412568933823534,1.1764705882352942E-4
0.665,240.25,80.0,-0.0429586971507353,9.803921568627452E-5
0.682,243.0,83.25,-0.04843510646446079,1.4705882352941178E-4
0.698,245.75,81.0,-0.04715935202205883,2.941176470588235E-5
0.714,248.25,81.75,-0.047657207414215697,9.803921568627452E-5
0.731,250.5,82.0,-0.048621802236519615,5.88235294117647E-5
0.747,253.25,91.25,-0.046817076439950985,4.901960784313726E-5
0.763,256.0,95.0,-0.04747051164215687,9.803921568627452E-5
0.78,259.0,95.5,-0.04815506280637256,2.941176470588235E-5
0.796,262.0,96.0,-0.04815506280637256,1.176470588235294E-4
0.813,264.75,96.25,-0.04700377221200981,4.901960784313726E-5
0.829,267.75,97.0,-0.04706600413602942,3.9215686274509805E-5
0.845,270.75,97.0,-0.04709712009803922,9.803921568627452E-5
0.862,273.25,98.5,-0.045541321997549025,1.9607843137254903E-5
0.878,276.75,98.0,-0.04837287454044118,9.803921568627452E-5
0.895,280.0,98.0,-0.048808498008578435,3.9215686274509805E-5
