time,delta,elbow_angle,elbow_velocity,elbow_torque,motor_current
0.006,-69.679,128.5,-0.07606308930954807,-0.12253909734924301,-0.025689338235294117
0.051,0.045,214.0,379.9239369106905,-0.6983655154617501,-0.023697916666666666
0.067,0.016,214.0,379.9239369106905,-0.7044442984523211,-0.02173761106004902
0.084,0.017,214.75,388.7474663224551,-0.7270794853344987,-0.022733321844362744
0.101,0.017,215.0,391.6886427930434,-0.7390835941399456,-0.023822380514705883
0.12,0.019,215.0,391.7647058823529,-0.7466792497303294,-0.024382467830882354
0.137,0.017,215.0,11.76470588235294,0.013120750269670703,-0.024538047640931374
0.153,0.016,215.0,11.76470588235294,0.012932514975553047,-0.02469362745098039
0.17,0.017,215.0,2.941176470588235,0.030529573799082464,-0.024258003982843137
0.186,0.016,213.75,-15.625,0.0652109962405424,-0.02497367110906863
0.202,0.016,214.0,-12.5,0.05970439680821406,-0.025191482843137256
0.219,0.017,213.0,-24.26470588235294,0.081463228304562,-0.02593826593137255
0.235,0.016,213.0,-24.26470588235294,0.08185146359867965,-0.025253714767156862
0.251,0.016,213.0,-24.26470588235294,0.0822396988927973,-0.024258003982843137
0.268,0.017,212.5,-14.522058823529411,0.06190036577491971,-0.023293409160539215
0.288,0.02,212.0,-22.64705882352941,0.07749625533434748,-0.024786975337009805
0.305,0.017,211.0,-22.64705882352941,0.07564907693587489,-0.02547152650122549
0.321,0.016,211.0,-22.64705882352941,0.07601142987705137,-0.026373889399509805
0.337,0.016,210.75,-25.77205882352941,0.08211203449327753,-0.026124961703431374
0.354,0.017,210.0,-28.713235294117645,0.08678854952289619,-0.025409294577205883
0.37,0.016,209.75,-26.838235294117645,0.08290043683888323,-0.025658222273284313
0.387,0.017,209.0,-23.897058823529413,0.07571330138337612,-0.025502642463235293
0.403,0.016,208.75,-27.022058823529413,0.08182252662551018,-0.025284830729166666
0.419,0.016,208.0,-33.27205882352941,0.09312729864666217,-0.025969381893382354
0.436,0.017,207.5,-30.330882352941178,0.08660212827285713,-0.0255337584252451
0.452,0.016,207.0,-33.455882352941174,0.09222370536618105,-0.024942555147058825
0.469,0.017,206.5,-30.51470588235294,0.08569119943054396,-0.025969381893382354
0.485,0.016,206.0,-33.63970588235294,0.09130543477655184,-0.02578268612132353
0.501,0.016,205.75,-27.38970588235294,0.07865478666297046,-0.02587603400735294
0.518,0.017,205.0,-30.330882352941178,0.0832787152545893,-0.025658222273284313
0.534,0.016,205.0,-24.080882352941178,0.07116400937223635,-0.026000497855392157
0.55,0.016,204.75,-21.323529411764707,0.06539670132998099,-0.025907149969362744
0.567,0.017,205.0,-12.132352941176471,0.04781437701929518,-0.025969381893382354
0.583,0.016,205.0,-9.007352941176471,0.041708494666354,-0.026373889399509805
0.6,0.017,205.0,-0.18382352941176486,0.024064560842824587,-0.02578268612132353
0.616,0.016,204.0,-12.683823529411764,0.04688525921956025,-0.025347062653186276
0.632,0.016,204.5,-3.3088235294117654,0.02938169033309672,-0.02593826593137255
0.649,0.017,205.0,-0.3676470588235297,0.02469434025458929,-0.025751570159313727
0.665,0.016,205.0,-0.3676470588235297,0.024700222607530464,-0.02587603400735294
0.682,0.017,205.0,-0.3676470588235297,0.024706472607530464,-0.02547152650122549
0.698,0.016,205.0,12.13235294117647,-4.876450395283616E-4,-0.026156077665441178
0.714,0.016,205.0,5.88235294117647,0.011918237313412822,-0.02547152650122549
0.731,0.017,205.75,8.823529411764707,0.007659933721793993,-0.026156077665441178
0.747,0.016,206.0,11.948529411764707,0.001807640658904791,-0.025658222273284313
0.763,0.016,206.0,11.948529411764707,0.0016164641883165548,-0.025595990349264706
0.78,0.017,206.0,11.948529411764707,0.0014133391883165564,-0.02628054151348039
0.796,0.016,206.0,11.948529411764707,0.00122216271772832,-0.025969381893382354
0.813,0.017,206.0,3.125,0.01881609654125773,-0.025844918045343137
0.829,0.016,206.0,0.0,0.02506609654125773,-0.02656058517156863
0.849,0.02,206.0,0.0,0.02506609654125773,-0.026218309589460784
0.866,0.017,206.0,0.0,0.02506609654125773,-0.025844918045343137
0.882,0.016,206.0,0.0,0.02506609654125773,-0.025191482843137256
0.899,0.017,206.0,0.0,0.02506609654125773,-0.025969381893382354
0.915,0.016,205.25,-9.375,0.042195735508114854,-0.026249425551470588
0.931,0.016,205.0,-12.5,0.048053163784001054,-0.026000497855392157
0.948,0.017,205.0,-12.5,0.04826566378400105,-0.026373889399509805
0.964,0.016,205.0,-12.5,0.04846566378400105,-0.025502642463235293
0.981,0.017,205.0,-12.5,0.04867816378400105,-0.0263427734375
0.997,0.016,205.0,-3.125,0.029978163784001047,-0.026218309589460784
1.013,0.016,205.0,0.0,0.023728163784001048,-0.024818091299019608
1.03,0.017,205.0,0.0,0.023728163784001048,-0.02593826593137255
1.046,0.016,205.0,0.0,0.023728163784001048,-0.0255337584252451
1.062,0.016,205.0,0.0,0.023728163784001048,-0.025502642463235293
1.079,0.017,205.0,0.0,0.023728163784001048,-0.02547152650122549
1.095,0.016,205.5,6.25,0.01231208904414044,-0.026218309589460784
1.112,0.017,205.0,0.3676470588235297,0.02288661966635399,-0.026124961703431374
1.128,0.016,205.25,3.49264705882353,0.017173309037526605,-0.025907149969362744
1.144,0.016,205.25,3.49264705882353,0.017117426684585428,-0.026124961703431374
1.161,0.017,205.0,0.5514705882352942,0.022397832901648103,-0.025595990349264706
1.177,0.016,205.0,-5.698529411764706,0.03498900937223634,-0.026996208639705883
1.193,0.016,205.0,0.18382352941176486,0.023221362313412812,-0.026000497855392157
1.21,0.017,205.0,-2.941176470588235,0.029521362313412812,-0.025969381893382354
1.226,0.016,205.0,-2.941176470588235,0.029568421136942226,-0.02562710631127451
1.242,0.016,205.0,0.0,0.023686068195765755,-0.025969381893382354
1.258,0.016,205.0,0.0,0.023686068195765755,-0.026249425551470588
1.275,0.017,205.0,0.0,0.023686068195765755,-0.026156077665441178
