time,delta,elbow_angle,elbow_velocity,elbow_torque
1.548,0.017,176.0,0.3676470588235297,-0.01399287564089631
1.564,0.016,175.25,-9.00735294117647,0.004901242006162513
1.581,0.017,176.0,5.698529411764706,-0.024607397699719837
1.597,0.016,176.0,-0.5514705882352942,-0.012098574170308074
1.613,0.016,175.5,-6.801470588235294,5.10249359103692E-4
1.63,0.017,176.0,-0.9191176470588239,-0.011238831523249249
1.646,0.016,175.0,-4.044117647058824,-0.004924125640896306
1.663,0.017,176.0,-1.1029411764705892,-0.010787728582072777
1.68,0.017,175.75,-4.044117647058824,-0.004836625640896307
1.695,0.015,176.0,5.53921568627451,-0.34400000000000003
1.712,0.017,176.0,-0.3431372549019606,-0.34400000000000003
1.728,0.016,176.0,12.156862745098039,-0.34400000000000003
1.744,0.016,176.0,0.3921568627450984,-0.34400000000000003
1.761,0.017,176.0,3.3333333333333335,-0.34400000000000003
1.777,0.016,175.5,-6.25,-0.342
1.794,0.017,175.25,-9.191176470588236,-0.341
1.81,0.016,176.0,0.18382352941176486,-0.34400000000000003
1.826,0.016,176.0,0.18382352941176486,-0.34400000000000003
1.847,0.021,176.0,0.18382352941176486,-0.34400000000000003
1.863,0.016,176.0,6.433823529411765,-0.34400000000000003
1.88,0.017,175.5,3.49264705882353,-0.342
1.896,0.016,176.0,0.3676470588235297,-0.34400000000000003
1.912,0.016,176.0,0.3676470588235297,-0.34400000000000003
1.929,0.017,176.0,0.3676470588235297,-0.34400000000000003
1.945,0.016,176.0,0.3676470588235297,-0.34400000000000003
1.962,0.017,176.0,6.25,-0.34400000000000003
1.978,0.016,176.0,0.0,-0.34400000000000003
1.994,0.016,176.0,0.0,-0.34400000000000003
2.011,0.017,176.0,0.0,-0.34400000000000003
2.027,0.016,176.0,0.0,-0.34400000000000003
2.043,0.016,176.0,0.0,-0.34400000000000003
2.06,0.017,176.0,0.0,-0.34400000000000003
2.076,0.016,176.0,0.0,-0.34400000000000003
2.093,0.017,175.75,-2.941176470588235,-0.343
2.109,0.016,175.75,-2.941176470588235,-0.343
2.125,0.016,176.0,0.18382352941176486,-0.34400000000000003
2.142,0.017,175.0,-11.580882352941178,-0.34
2.158,0.016,176.0,0.9191176470588243,-0.34400000000000003
2.175,0.017,176.0,3.8602941176470593,-0.34400000000000003
2.191,0.016,176.0,3.8602941176470593,-0.34400000000000003
2.207,0.016,176.0,0.7352941176470594,-0.34400000000000003
2.224,0.017,176.0,12.5,-0.34400000000000003
2.24,0.016,176.0,0.0,-0.34400000000000003
2.257,0.017,175.75,-2.941176470588235,-0.343
2.273,0.016,175.75,-2.941176470588235,-0.343
2.289,0.016,176.0,0.18382352941176486,-0.34400000000000003
2.306,0.017,175.75,-2.75735294117647,-0.343
2.322,0.016,176.0,0.3676470588235297,-0.34400000000000003
2.338,0.016,175.5,-2.9411764705882346,-0.342
2.355,0.017,176.0,2.9411764705882355,-0.34400000000000003
2.371,0.016,176.0,-0.1838235294117645,-0.34400000000000003
2.388,0.017,176.0,2.75735294117647,-0.34400000000000003
2.404,0.016,176.0,-0.3676470588235297,-0.34400000000000003
2.42,0.016,175.5,-0.3676470588235297,-0.342
2.437,0.017,175.75,-3.3088235294117654,-0.343
2.453,0.016,175.0,-12.683823529411764,-0.34
2.469,0.016,176.0,-0.18382352941176522,-0.34400000000000003
2.486,0.017,176.0,-0.18382352941176522,-0.34400000000000003
2.502,0.016,176.0,6.066176470588235,-0.34400000000000003
2.519,0.017,176.0,3.125,-0.34400000000000003
2.535,0.016,175.25,3.125,-0.341
2.551,0.016,175.5,-6.25,-0.342
2.568,0.017,176.0,-0.36764705882353044,-0.34400000000000003
2.584,0.016,175.75,-3.4926470588235303,-0.343
2.601,0.017,175.5,-6.433823529411765,-0.342
2.617,0.016,176.0,9.191176470588236,-0.34400000000000003
2.633,0.016,176.0,6.066176470588235,-0.34400000000000003
2.65,0.017,175.75,-2.7573529411764697,-0.343
2.666,0.016,176.0,3.49264705882353,-0.34400000000000003
2.682,0.016,175.75,3.3088235294117654,-0.343
2.699,0.017,175.5,-5.88235294117647,-0.342
2.715,0.016,176.0,0.36764705882353005,-0.34400000000000003
2.732,0.017,176.0,3.3088235294117654,-0.34400000000000003
2.748,0.016,176.0,0.18382352941176486,-0.34400000000000003
2.764,0.016,175.5,-2.941176470588235,-0.342
2.781,0.017,175.0,-5.88235294117647,-0.34
2.797,0.016,175.0,-12.13235294117647,-0.34
2.813,0.016,174.75,-15.25735294117647,-0.339
2.83,0.017,173.75,-27.02205882352941,-0.335
2.846,0.016,172.0,-42.647058823529406,-0.328
2.862,0.016,168.75,-77.38970588235294,-0.315
2.878,0.016,165.0,-124.26470588235293,-0.3
2.895,0.017,160.5,-174.08088235294116,-0.28200000000000003
2.912,0.017,156.5,-209.375,-0.266
2.928,0.016,152.25,-240.625,-0.249
2.944,0.016,148.25,-250.0,-0.233
2.96,0.016,144.5,-250.0,-0.218
2.976,0.016,141.5,-234.55882352941177,-0.20600000000000002
2.993,0.017,137.75,-231.6176470588235,-0.191
3.009,0.016,135.0,-212.8676470588235,-0.18
3.026,0.017,132.25,-195.2205882352941,-0.169
3.042,0.016,130.0,-176.4705882352941,-0.16
3.058,0.016,127.75,-167.0955882352941,-0.151
3.075,0.017,124.5,-161.21323529411762,-0.138
3.091,0.016,122.25,-154.96323529411762,-0.129
3.107,0.016,120.0,-150.73529411764704,-0.12
3.124,0.017,118.25,-143.1985294117647,-0.113
3.14,0.016,116.75,-133.8235294117647,-0.107
3.157,0.017,115.75,-107.35294117647058,-0.10300000000000001
3.173,0.016,114.75,-91.72794117647058,-0.099
3.189,0.016,114.0,-72.97794117647058,-0.096
3.206,0.017,113.75,-55.330882352941174,-0.095
3.222,0.016,113.0,-45.955882352941174,-0.092
3.238,0.016,112.5,-40.44117647058823,-0.09
3.255,0.017,112.0,-33.82352941176471,-0.088
3.271,0.016,112.0,-24.448529411764703,-0.088
3.288,0.017,111.75,-24.448529411764703,-0.08700000000000001
3.304,0.016,111.0,-24.448529411764703,-0.084
3.32,0.016,111.0,-18.198529411764703,-0.084
3.337,0.017,110.5,-18.198529411764703,-0.082
3.353,0.016,110.0,-24.448529411764703,-0.08
3.37,0.017,109.75,-24.448529411764703,-0.079
3.386,0.016,109.0,-24.448529411764703,-0.076
3.402,0.016,108.0,-36.94852941176471,-0.07200000000000001
3.419,0.017,107.0,-42.830882352941174,-0.068
3.435,0.016,106.75,-39.705882352941174,-0.067
3.451,0.016,106.0,-46.13970588235294,-0.064
3.468,0.017,105.5,-42.647058823529406,-0.062
3.484,0.016,104.75,-39.522058823529406,-0.059000000000000004
3.501,0.017,104.0,-36.580882352941174,-0.056
3.517,0.016,103.25,-42.830882352941174,-0.053
3.533,0.016,102.0,-49.080882352941174,-0.048
3.55,0.017,101.5,-49.080882352941174,-0.046
3.566,0.016,100.25,-55.330882352941174,-0.041
3.583,0.017,99.25,-58.27205882352941,-0.037
3.599,0.016,98.0,-64.52205882352942,-0.032
3.615,0.016,96.5,-67.64705882352942,-0.026000000000000002
3.632,0.017,95.25,-76.47058823529412,-0.021
3.648,0.016,94.0,-76.47058823529412,-0.016
3.664,0.016,93.0,-77.20588235294117,-0.012
3.681,0.017,92.0,-73.34558823529412,-0.008
3.697,0.016,91.25,-63.97058823529411,-0.005
3.714,0.017,91.0,-52.205882352941174,-0.004
3.73,0.016,90.5,-42.830882352941174,-0.002
3.746,0.016,90.0,-36.580882352941174,0.0
3.763,0.017,90.0,-24.816176470588236,0.0
3.779,0.016,90.0,-15.441176470588236,0.0
3.796,0.017,90.0,-12.5,0.0
3.812,0.016,90.5,0.0,-0.002
3.828,0.016,91.0,12.5,-0.004
3.845,0.017,92.0,24.26470588235294,-0.008
3.861,0.016,93.0,36.76470588235294,-0.012
3.877,0.016,94.25,52.38970588235294,-0.017
3.894,0.017,95.5,60.84558823529412,-0.022
3.91,0.016,96.75,70.22058823529412,-0.027
3.927,0.017,98.5,79.04411764705881,-0.034
3.943,0.016,99.75,82.16911764705881,-0.039
3.959,0.016,101.75,91.54411764705881,-0.047
3.976,0.017,102.25,82.72058823529412,-0.049
3.992,0.016,103.5,82.72058823529412,-0.054
4.009,0.017,104.75,76.83823529411764,-0.059000000000000004
4.025,0.016,105.5,70.58823529411764,-0.062
4.041,0.016,106.0,51.838235294117645,-0.064
4.058,0.017,107.0,57.72058823529412,-0.068
4.074,0.016,107.75,51.47058823529412,-0.07100000000000001
4.09,0.016,108.5,46.13970588235294,-0.074
4.107,0.017,109.0,42.647058823529406,-0.076
4.123,0.016,109.75,45.772058823529406,-0.079
4.14,0.017,110.0,36.94852941176471,-0.08
4.156,0.016,110.0,27.573529411764707,-0.08
4.172,0.016,110.0,18.198529411764703,-0.08
4.188,0.016,110.0,12.316176470588236,-0.08
4.205,0.017,110.0,2.941176470588235,-0.08
4.221,0.016,110.0,0.0,-0.08
4.238,0.017,110.0,0.0,-0.08
4.254,0.016,110.0,0.0,-0.08
4.271,0.017,110.0,0.0,-0.08
4.286,0.015,110.0,0.0,-0.08
4.303,0.017,110.0,0.0,-0.08
4.319,0.016,109.25,-9.375,-0.077
4.336,0.017,109.0,-12.316176470588236,-0.076
4.352,0.016,108.0,-24.816176470588236,-0.07200000000000001
4.368,0.016,108.0,-24.816176470588236,-0.07200000000000001
4.384,0.016,107.25,-34.19117647058824,-0.069
4.401,0.017,107.0,-27.75735294117647,-0.068
4.417,0.016,106.25,-34.19117647058823,-0.065
4.434,0.017,106.0,-24.63235294117647,-0.064
4.45,0.016,105.0,-37.13235294117647,-0.06
4.466,0.016,104.5,-34.00735294117647,-0.058
4.483,0.017,104.25,-34.00735294117647,-0.057
4.499,0.016,104.0,-27.75735294117647,-0.056
4.515,0.016,103.0,-37.31617647058824,-0.052000000000000005
4.532,0.017,103.0,-24.816176470588236,-0.052000000000000005
4.548,0.016,103.0,-18.566176470588236,-0.052000000000000005
4.565,0.017,102.5,-21.50735294117647,-0.05
4.581,0.016,102.0,-24.63235294117647,-0.048
4.597,0.016,102.0,-12.13235294117647,-0.048
4.614,0.017,101.75,-15.073529411764707,-0.047
4.63,0.016,101.25,-21.323529411764703,-0.045
4.646,0.016,101.0,-18.566176470588236,-0.044
4.663,0.017,101.0,-12.316176470588236,-0.044
4.679,0.016,101.0,-12.316176470588236,-0.044
4.696,0.017,101.0,-9.375,-0.044
4.712,0.016,101.0,-3.125,-0.044
4.728,0.016,101.0,0.0,-0.044
4.745,0.017,101.0,0.0,-0.044
4.761,0.016,101.0,0.0,-0.044
4.778,0.017,101.25,2.941176470588235,-0.045
4.794,0.016,101.75,9.191176470588236,-0.047
4.81,0.016,102.0,12.316176470588236,-0.048
4.827,0.017,102.0,12.316176470588236,-0.048
4.843,0.016,102.0,12.316176470588236,-0.048
4.859,0.016,102.0,9.375,-0.048
4.876,0.017,102.75,11.948529411764707,-0.051000000000000004
4.892,0.016,103.0,11.948529411764707,-0.052000000000000005
4.909,0.017,103.0,11.948529411764707,-0.052000000000000005
4.925,0.016,103.25,15.073529411764707,-0.053
4.941,0.016,104.0,24.448529411764707,-0.056
4.958,0.017,104.0,15.625,-0.056
4.974,0.016,104.0,12.5,-0.056
4.991,0.017,104.75,21.323529411764707,-0.059000000000000004
5.007,0.016,105.0,21.323529411764707,-0.06
5.023,0.016,105.0,11.948529411764707,-0.06
5.04,0.017,105.0,11.948529411764707,-0.06
5.056,0.016,105.25,15.073529411764707,-0.061
5.072,0.016,105.25,6.25,-0.061
5.089,0.017,106.0,11.948529411764707,-0.064
5.105,0.016,106.0,11.948529411764707,-0.064
5.122,0.017,105.75,9.007352941176471,-0.063
5.138,0.016,105.0,-3.492647058823529,-0.06
5.154,0.016,106.0,9.007352941176471,-0.064
5.171,0.017,106.0,0.18382352941176522,-0.064
5.187,0.016,106.0,0.18382352941176522,-0.064
5.204,0.017,106.0,3.125,-0.064
5.22,0.016,106.0,12.5,-0.064
5.236,0.016,105.75,-3.125,-0.063
5.253,0.017,105.75,-3.125,-0.063
5.269,0.016,105.75,-3.125,-0.063
5.285,0.016,105.75,-3.125,-0.063
5.302,0.017,105.75,-3.125,-0.063
5.318,0.016,105.0,-9.375,-0.06
5.335,0.017,105.0,-9.375,-0.06
5.351,0.016,105.0,-9.375,-0.1
5.367,0.016,105.0,-9.375,-0.1
5.384,0.017,104.0,-21.13970588235294,-0.096
5.4,0.016,104.0,-11.76470588235294,-0.096
5.417,0.017,104.0,-11.76470588235294,-0.096
5.433,0.016,104.5,-5.51470588235294,-0.098
5.449,0.016,104.0,-11.76470588235294,-0.096
5.466,0.017,104.0,0.0,-0.096
5.482,0.016,104.0,0.0,-0.096
5.498,0.016,104.25,3.125,-0.097
5.515,0.017,104.25,-3.125,-0.097
5.531,0.016,104.0,0.0,-0.096
5.548,0.017,104.0,0.0,-0.096
5.564,0.016,104.0,0.0,-0.096
5.579,0.015,104.0,-3.125,-0.096
5.597,0.018,104.0,-3.125,-0.096
5.613,0.016,104.0,0.0,-0.096
5.629,0.016,104.0,0.0,-0.096
5.646,0.017,104.0,0.0,-0.096
5.662,0.016,104.0,0.0,-0.096
5.678,0.016,104.0,0.0,-0.096
5.694,0.016,104.0,0.0,-0.096
5.711,0.017,104.0,0.0,-0.096
5.728,0.017,104.0,0.0,-0.096
5.743,0.015,104.0,0.0,-0.096
5.76,0.017,104.0,0.0,-0.096
5.776,0.016,104.0,0.0,-0.096
5.792,0.016,104.5,6.25,-0.098
5.809,0.017,104.25,3.3088235294117654,-0.097
5.825,0.016,104.0,0.18382352941176486,-0.096
5.841,0.016,104.0,0.18382352941176486,-0.096
5.858,0.017,104.0,0.18382352941176486,-0.096
5.874,0.016,104.0,-6.066176470588235,-0.096
5.891,0.017,104.0,-3.125,-0.096
5.907,0.016,104.0,0.0,-0.096
5.925,0.018,104.0,0.0,-0.096
5.944,0.019,104.0,0.0,-0.096
5.96,0.016,104.0,0.0,-0.096
5.977,0.017,104.0,0.0,-0.096
5.993,0.016,104.0,0.0,-0.096
6.009,0.016,104.0,0.0,-0.096
6.026,0.017,104.0,0.0,-0.096
6.042,0.016,104.0,0.0,-0.096
6.059,0.017,104.25,2.941176470588235,-0.097
6.075,0.016,104.0,-0.18382352941176486,-0.096
6.091,0.016,104.0,-0.18382352941176486,-0.096
6.108,0.017,104.0,-0.18382352941176486,-0.096
6.124,0.016,104.0,-0.18382352941176486,-0.096
6.14,0.016,104.25,0.0,-0.097
6.157,0.017,104.0,0.18382352941176486,-0.096
6.173,0.016,104.0,0.18382352941176486,-0.096
6.19,0.017,104.25,3.125,-0.097
6.206,0.016,103.75,-3.125,-0.095
6.222,0.016,104.0,-3.125,-0.096
6.239,0.017,104.0,-0.18382352941176522,-0.096
6.255,0.016,104.0,-0.18382352941176522,-0.096
6.272,0.017,104.0,-3.125,-0.096
6.288,0.016,104.0,3.125,-0.096
6.304,0.016,104.0,0.0,-0.096
6.321,0.017,104.0,0.0,-0.096
6.337,0.016,104.0,0.0,-0.096
6.353,0.016,104.0,0.0,-0.096
6.37,0.017,104.0,0.0,-0.096
6.386,0.016,104.0,0.0,-0.096
6.403,0.017,104.0,0.0,-0.096
6.419,0.016,104.0,0.0,-0.096
6.435,0.016,104.0,0.0,-0.096
6.452,0.017,104.0,0.0,-0.096
6.468,0.016,104.0,0.0,-0.096
6.485,0.017,104.75,8.823529411764707,-0.099
6.501,0.016,104.0,-0.5514705882352942,-0.096
6.517,0.016,104.0,-0.5514705882352942,-0.096
6.534,0.017,104.0,-0.5514705882352942,-0.096
6.55,0.016,104.0,-0.5514705882352942,-0.096
6.566,0.016,104.0,-9.375,-0.096
6.583,0.017,104.0,0.0,-0.096
6.599,0.016,104.5,6.25,-0.098
6.616,0.017,104.0,0.3676470588235297,-0.096
6.632,0.016,104.0,0.3676470588235297,-0.096
6.648,0.016,104.0,0.3676470588235297,-0.096
6.665,0.017,104.0,0.3676470588235297,-0.096
6.681,0.016,104.0,-5.88235294117647,-0.096
6.698,0.017,104.0,0.0,-0.096
6.714,0.016,104.0,0.0,-0.096
6.73,0.016,104.0,0.0,-0.096
6.747,0.017,104.0,0.0,-0.096
6.763,0.016,104.0,0.0,-0.096
6.779,0.016,104.0,0.0,-0.096
6.796,0.017,104.0,0.0,-0.096
6.812,0.016,104.0,0.0,-0.096
6.829,0.017,104.0,0.0,-0.096
6.845,0.016,104.0,0.0,-0.096
6.861,0.016,104.0,0.0,-0.096
6.878,0.017,104.0,0.0,-0.096
6.894,0.016,104.0,0.0,-0.096
6.911,0.017,104.0,0.0,-0.096
6.927,0.016,104.0,0.0,-0.096
6.943,0.016,104.0,0.0,-0.096
6.959,0.016,104.0,0.0,-0.096
6.976,0.017,104.0,0.0,-0.096
6.992,0.016,104.0,0.0,-0.096
7.008,0.016,104.5,6.25,-0.098
7.024,0.016,104.0,0.0,-0.096
7.041,0.017,104.25,2.941176470588235,-0.097
7.058,0.017,104.0,3.552713678800501E-16,-0.096
7.074,0.016,104.0,3.552713678800501E-16,-0.096
7.091,0.017,104.0,-6.25,-0.096
7.106,0.015,104.0,0.0,-0.096
7.123,0.017,104.0,-2.941176470588235,-0.096
7.139,0.016,104.0,0.0,-0.096
7.155,0.016,104.0,0.0,-0.096
7.172,0.017,104.0,0.0,-0.096
7.188,0.016,104.0,0.0,-0.096
7.204,0.016,104.0,0.0,-0.096
7.221,0.017,104.0,0.0,-0.096
7.237,0.016,104.0,0.0,-0.096
7.254,0.017,104.0,0.0,-0.096
7.27,0.016,104.0,0.0,-0.096
7.286,0.016,104.0,0.0,-0.096
7.303,0.017,104.0,0.0,-0.136
7.319,0.016,104.0,0.0,-0.136
7.336,0.017,104.0,0.0,-0.136
7.352,0.016,104.0,0.0,-0.136
7.368,0.016,104.25,3.125,-0.137
7.385,0.017,104.0,0.18382352941176486,-0.136
7.401,0.016,104.25,3.3088235294117654,-0.137
7.417,0.016,104.25,3.3088235294117654,-0.137
7.434,0.017,104.0,0.3676470588235297,-0.136
7.45,0.016,104.0,-2.75735294117647,-0.136
7.467,0.017,104.0,0.18382352941176486,-0.136
7.483,0.016,104.0,-2.941176470588235,-0.136
7.499,0.016,104.0,-2.941176470588235,-0.136
7.516,0.017,104.0,0.0,-0.136
7.532,0.016,104.0,0.0,-0.136
7.548,0.016,104.0,0.0,-0.136
7.565,0.017,104.0,0.0,-0.136
7.581,0.016,104.0,0.0,-0.136
7.598,0.017,104.0,0.0,-0.136
7.614,0.016,104.0,0.0,-0.136
7.63,0.016,104.0,0.0,-0.136
7.647,0.017,104.0,0.0,-0.136
7.663,0.016,104.0,0.0,-0.136
7.68,0.017,104.0,0.0,-0.136
7.696,0.016,104.0,0.0,-0.136
7.712,0.016,104.0,0.0,-0.136
7.729,0.017,104.0,0.0,-0.136
7.745,0.016,104.0,0.0,-0.136
7.761,0.016,104.0,0.0,-0.136
7.778,0.017,104.0,0.0,-0.136
7.794,0.016,104.0,0.0,-0.136
7.811,0.017,104.0,0.0,-0.136
7.827,0.016,104.0,0.0,-0.136
7.843,0.016,104.25,3.125,-0.137
7.86,0.017,104.0,0.18382352941176486,-0.136
7.876,0.016,104.0,0.18382352941176486,-0.136
7.893,0.017,104.0,0.18382352941176486,-0.136
7.909,0.016,104.5,6.433823529411765,-0.138
7.925,0.016,104.0,-2.941176470588235,-0.136
7.942,0.017,104.0,0.0,-0.136
7.958,0.016,104.0,0.0,-0.136
7.974,0.016,104.0,0.0,-0.136
7.991,0.017,104.0,-6.25,-0.136
8.007,0.016,104.25,3.125,-0.137
8.024,0.017,104.0,0.18382352941176486,-0.136
8.04,0.016,104.0,0.18382352941176486,-0.136
8.056,0.016,104.0,0.18382352941176486,-0.136
8.073,0.017,104.5,6.066176470588235,-0.138
8.089,0.016,104.25,-0.18382352941176486,-0.137
8.106,0.017,104.25,2.75735294117647,-0.137
8.122,0.016,104.0,-0.3676470588235297,-0.136
8.138,0.016,104.0,-0.3676470588235297,-0.136
8.155,0.017,104.0,-6.25,-0.136
8.171,0.016,104.0,-3.125,-0.136
8.187,0.016,104.0,-3.125,-0.136
8.204,0.017,104.0,0.0,-0.136
8.22,0.016,104.0,0.0,-0.136
8.237,0.017,104.0,0.0,-0.136
8.253,0.016,104.0,0.0,-0.136
8.269,0.016,104.0,0.0,-0.136
8.286,0.017,104.0,0.0,-0.136
8.302,0.016,104.25,3.125,-0.137
8.319,0.017,104.0,0.18382352941176486,-0.136
8.335,0.016,104.0,0.18382352941176486,-0.136
8.351,0.016,104.0,0.18382352941176486,-0.136
8.368,0.017,104.0,0.18382352941176486,-0.136
8.384,0.016,104.0,-2.941176470588235,-0.136
8.4,0.016,104.0,0.0,-0.136
8.417,0.017,104.25,2.941176470588235,-0.137
8.433,0.016,104.0,-0.18382352941176486,-0.136
8.449,0.016,104.0,-0.18382352941176486,-0.136
8.466,0.017,104.0,-0.18382352941176486,-0.136
8.481,0.015,104.0,-0.18382352941176486,-0.136
8.498,0.017,104.0,-3.125,-0.136
8.514,0.016,104.0,0.0,-0.136
8.53,0.016,104.0,0.0,-0.136
8.547,0.017,104.0,0.0,-0.136
8.564,0.017,104.0,0.0,-0.136
8.58,0.016,104.0,0.0,-0.136
8.596,0.016,104.0,0.0,-0.136
8.612,0.016,104.0,0.0,-0.136
8.629,0.017,104.0,0.0,-0.136
8.645,0.016,104.0,0.0,-0.136
8.662,0.017,104.0,0.0,-0.136
8.678,0.016,104.0,0.0,-0.136
8.694,0.016,104.0,0.0,-0.136
8.711,0.017,104.5,5.88235294117647,-0.138
8.727,0.016,104.5,5.88235294117647,-0.138
8.743,0.016,104.0,-0.3676470588235297,-0.136
8.76,0.017,104.0,-0.3676470588235297,-0.136
8.776,0.016,104.0,-0.3676470588235297,-0.136
8.793,0.017,104.0,-6.25,-0.136
8.809,0.016,104.0,-6.25,-0.136
8.825,0.016,104.0,0.0,-0.136
8.842,0.017,104.0,0.0,-0.136
8.858,0.016,104.0,0.0,-0.136
8.875,0.017,104.0,0.0,-0.136
8.891,0.016,104.0,0.0,-0.136
8.907,0.016,104.0,0.0,-0.136
8.924,0.017,104.0,0.0,-0.136
8.94,0.016,104.0,0.0,-0.136
8.956,0.016,104.0,0.0,-0.136
8.973,0.017,104.5,5.88235294117647,-0.138
8.989,0.016,104.0,-0.3676470588235297,-0.136
9.006,0.017,104.0,-0.3676470588235297,-0.136
9.022,0.016,104.0,-0.3676470588235297,-0.136
9.038,0.016,104.0,-0.3676470588235297,-0.136
