time,elbow_angle,shoulder_angle,elbow_current,shoulder_current
0.09,305.0,78.0,-0.025440410539215686,9.803921568627451E-6
0.11,305.0,80.0,-0.00639744178921569,2.647058823529412E-4
0.127,305.0,78.0,1.057942708333291E-4,2.9411764705882356E-4
0.143,305.0,78.0,-1.8669577205886596E-5,3.235294117647059E-4
0.159,305.0,78.0,5.103017769607802E-4,3.529411764705882E-4
0.176,304.0,78.0,-0.0019789751838235332,3.7254901960784314E-4
0.192,303.25,78.0,5.41417738970584E-4,3.431372549019608E-4
0.208,301.5,78.0,-0.0023212507659313764,3.529411764705882E-4
0.225,299.5,78.25,-0.0016678155637254945,3.7254901960784314E-4
0.241,297.25,79.0,0.0014126646752450937,3.6274509803921567E-4
0.258,294.5,81.0,4.356234681372124E-5,1.666666666666667E-4
0.274,290.75,79.0,0.0022527956495097994,-2.941176470588235E-5
0.29,287.0,80.0,0.0030618106617647015,5.882352941176471E-5
0.307,282.5,80.0,-0.0019789751838235332,1.4705882352941175E-4
0.323,277.5,81.0,-0.0015433517156862786,6.862745098039217E-5
0.34,272.5,81.5,-0.0031924977022058866,1.0784313725490196E-4
0.356,267.0,82.0,-0.009446806066176476,2.941176470588235E-5
0.372,260.75,91.5,-0.011624923406862749,7.84313725490196E-5
0.389,254.5,95.0,-0.010784792432598042,5.88235294117647E-5
0.405,249.75,95.25,-0.009913545496323534,1.9607843137254903E-5
0.421,245.5,96.0,-0.010598096660539218,9.803921568627452E-5
0.438,240.75,96.25,-0.010162473192401964,5.88235294117647E-5
0.454,236.5,97.5,-0.00972684972426471,5.882352941176471E-5
0.471,232.25,97.0,-0.011469343596813729,6.862745098039217E-5
0.487,227.5,97.0,-0.008202167585784317,3.9215686274509805E-5
0.503,223.5,97.5,-0.008202167585784317,7.843137254901961E-5
0.52,219.5,98.0,-0.011967198988970593,6.862745098039217E-5
0.536,215.5,98.0,-0.015638882506127456,1.9607843137254903E-5
0.553,211.5,98.0,-0.016821289062500005,4.901960784313726E-5
0.569,207.5,98.0,-0.01641678155637255,7.843137254901961E-5
0.585,203.5,98.0,-0.01657236136642157,3.9215686274509805E-5
0.602,199.5,98.0,-0.018843826593137256,9.803921568627452E-5
0.618,195.5,97.75,-0.018999406403186276,7.843137254901961E-5
0.634,191.5,98.75,-0.01952837775735294,5.882352941176471E-5
0.651,187.5,98.0,-0.02142645143995098,5.88235294117647E-5
0.667,184.25,98.0,-0.022577742034313727,8.823529411764706E-5
0.684,180.5,98.0,-0.02348010493259804,6.862745098039217E-5
0.7,177.5,98.75,-0.026311657475490195,8.823529411764706E-5
0.716,174.5,99.0,-0.024880323223039215,5.882352941176471E-5
0.733,171.75,99.0,-0.027587411917892157,5.882352941176471E-5
0.749,169.0,99.25,-0.026124961703431374,7.843137254901961E-5
0.766,167.0,100.0,-0.029018746170343137,6.862745098039217E-5
0.782,165.0,100.0,-0.02973441329656863,4.901960784313726E-5
0.798,162.75,100.0,-0.02973441329656863,3.9215686274509805E-5
0.815,161.25,102.5,-0.030854587928921567,3.9215686274509805E-5
0.831,160.25,100.0,-0.031103515625,1.9607843137254903E-5
0.847,159.25,100.0,-0.03284600949754902,2.941176470588235E-5
0.864,158.75,100.0,-0.032503733915441174,5.882352941176471E-5
0.88,158.0,99.25,-0.03284600949754902,5.882352941176471E-5
0.896,157.0,99.0,-0.03293935738357843,6.862745098039217E-5
0.913,156.0,99.0,-0.034308459712009805,5.882352941176471E-5
0.929,156.0,99.5,-0.034090647977941174,6.862745098039217E-5
0.946,156.0,99.25,-0.03433957567401961,6.862745098039217E-5
0.962,156.0,99.0,-0.034401807598039215,7.843137254901961E-5
0.978,156.0,99.0,-0.034308459712009805,5.882352941176471E-5
0.995,156.5,99.25,-0.03337498085171569,4.901960784313726E-5
1.011,157.0,100.75,-0.03561533011642157,5.88235294117647E-5
1.028,157.0,99.5,-0.03377948835784314,3.9215686274509805E-5
1.044,157.0,100.0,-0.03393506816789216,4.901960784313726E-5
1.06,157.25,100.0,-0.03412176393995098,4.901960784313726E-5
1.076,158.0,100.0,-0.03147690716911765,2.941176470588235E-5
1.092,159.0,99.75,-0.03300158930759804,2.941176470588235E-5
1.109,159.5,99.75,-0.03228592218137255,4.901960784313726E-5
1.125,160.0,99.5,-0.0318814146752451,3.9215686274509805E-5
1.141,161.0,99.0,-0.03225480621936275,3.9215686274509805E-5
1.162,161.75,100.25,-0.031539139093137256,5.88235294117647E-5
1.178,162.25,99.0,-0.03178806678921569,3.9215686274509805E-5
1.195,163.0,102.75,-0.03119686351102941,4.901960784313726E-5
1.211,163.5,99.0,-0.03104128370098039,1.9607843137254903E-5
1.227,164.0,99.0,-0.03138355928308824,3.9215686274509805E-5
1.244,164.25,99.0,-0.030854587928921567,7.843137254901961E-5
1.26,165.0,99.0,-0.031539139093137256,4.901960784313726E-5
1.277,165.75,99.0,-0.03200587852328431,4.901960784313726E-5
1.293,166.5,99.0,-0.030605660232843137,4.901960784313726E-5
1.309,167.0,99.0,-0.030450080422794117,6.862745098039216E-5
1.326,168.0,99.0,-0.03023226868872549,4.901960784313726E-5
1.342,168.0,99.0,-0.030201152726715686,7.843137254901961E-5
1.358,169.0,99.0,-0.030356732536764706,4.901960784313726E-5
1.375,169.0,99.0,-0.030667892156862744,5.882352941176471E-5
1.391,170.0,100.25,-0.03054342830882353,3.9215686274509805E-5
1.408,170.25,99.0,-0.030014456954656862,3.9215686274509805E-5
