time,elbow_angle,shoulder_angle,elbow_current,shoulder_current
0.016,239.0,81.25,-0.0255337584252451,9.803921568627451E-6
0.036,273.25,81.25,-0.005526194852941176,7.745098039215687E-4
0.053,273.25,79.0,0.020517865349264707,0.0015196078431372548
0.069,273.0,81.25,0.022571518841911765,-1.0784313725490195E-4
0.086,272.75,79.0,0.02291379442401961,-6.862745098039216E-5
0.102,271.75,79.0,0.01973996629901961,9.803921568627451E-6
0.118,270.5,79.0,0.008849379595588232,1.5686274509803922E-4
0.135,268.5,79.0,0.0030929266237745053,6.862745098039217E-5
0.151,265.5,79.0,-0.005152803308823534,1.1764705882352942E-4
0.167,261.75,79.25,-0.007268688725490201,1.4705882352941178E-4
0.184,256.5,79.75,-0.009757965686274513,5.882352941176471E-5
0.2,251.0,80.0,-0.004748295802696083,1.5686274509803922E-4
0.217,245.25,80.0,-0.011251531862745103,9.803921568627452E-5
0.233,239.0,80.0,-0.013118489583333337,9.803921568627452E-5
0.249,232.5,83.25,-0.012776214001225495,1.2745098039215687E-4
0.266,227.0,81.0,-0.01171827129289216,4.901960784313726E-5
0.282,221.5,81.0,-0.012527286305147062,1.2745098039215687E-4
0.302,217.5,84.5,-0.01937279794730392,8.823529411764705E-5
0.318,213.75,82.0,-0.017381376378676473,9.803921568627452E-5
0.334,210.5,82.0,-0.014549823835784317,1.176470588235294E-4
0.352,206.5,94.25,-0.013803040747549023,5.882352941176471E-5
0.367,202.5,92.0,-0.01489209941789216,1.3725490196078434E-4
0.384,196.5,95.0,-0.01616785386029412,6.862745098039217E-5
0.401,191.0,95.75,-0.016261201746323534,1.0784313725490197E-4
0.416,186.0,96.0,-0.01607450597426471,9.803921568627452E-5
0.433,180.75,96.0,-0.016354549632352944,4.901960784313726E-5
0.449,176.0,97.25,-0.017070216758578435,1.0784313725490196E-4
0.465,171.5,97.0,-0.01750584022671569,7.843137254901961E-5
0.482,168.0,97.0,-0.017039100796568632,9.803921568627452E-5
0.498,164.5,97.0,-0.016914636948529415,1.5686274509803922E-4
0.516,161.5,97.0,-0.016385665594362747,8.823529411764706E-5
0.531,158.25,97.0,-0.013989736519607847,1.862745098039216E-4
0.547,154.5,97.0,-0.009228994332107847,1.5686274509803922E-4
0.564,151.0,98.0,-0.00838886335784314,1.5686274509803922E-4
0.58,147.25,98.0,-0.006428557751225494,1.9607843137254904E-4
0.597,142.5,98.0,-0.010411400888480398,1.3725490196078434E-4
0.613,138.5,98.0,-0.013522997089460788,2.254901960784314E-4
0.629,134.25,99.25,-0.011375995710784317,1.764705882352941E-4
0.646,129.75,99.0,-0.008917834712009808,1.7647058823529413E-4
0.662,125.5,99.0,-0.0056817746629902,1.666666666666667E-4
0.679,121.75,99.5,-0.009042298560049025,1.2745098039215687E-4
0.695,118.25,100.0,-0.014798751531862749,1.764705882352941E-4
0.711,114.75,100.0,-0.01473651960784314,1.6666666666666666E-4
0.728,111.75,100.0,-0.012496170343137259,1.5686274509803922E-4
0.744,109.25,101.0,-0.006677485447303925,1.764705882352941E-4
0.76,106.75,101.0,-0.007517616421568631,1.2745098039215687E-4
0.777,104.5,101.0,-0.008513327205882356,1.8627450980392157E-4
0.793,100.25,101.75,-0.008513327205882356,1.6666666666666666E-4
0.81,94.75,104.25,-0.009197878370098044,1.4705882352941175E-4
