time,delta,elbow_angle,elbow_velocity,elbow_torque,motor_current
0.013,0.013,171.5,2638.4615384615386,0.2,-0.026093845741421567
0.07,0.057,196.0,2724.4264507422404,0.2,-0.020492972579656862
0.092,0.022,196.0,2724.4264507422404,0.2,-0.024569163602941178
0.111,0.019,196.0,2724.4264507422404,0.2,-0.02618719362745098
0.128,0.017,196.0,2724.4264507422404,0.2,-0.024506931678921567
0.144,0.016,196.0,85.96491228070175,0.2,-0.02761852787990196
0.16,0.016,196.0,0.0,0.2,-0.031632486979166666
0.177,0.017,196.0,0.0,0.2,-0.03614430147058824
0.193,0.016,196.0,0.0,0.2,-0.03847799862132353
0.209,0.016,196.0,0.0,0.2,-0.03844688265931372
0.226,0.017,196.0,0.0,0.2,-0.03850911458333333
0.242,0.016,196.0,0.0,0.2,-0.0390069699754902
0.259,0.017,196.0,0.0,0.2,-0.03791791130514706
0.275,0.016,196.5,6.25,0.2,-0.037171128216911764
0.291,0.016,197.0,12.5,0.2,-0.03561533011642157
0.308,0.017,197.0,12.5,0.2,-0.03542863434436275
0.327,0.019,197.75,20.394736842105264,0.2,-0.03760675168504902
0.345,0.018,198.0,23.17251461988304,0.2,-0.03732670802696078
0.361,0.016,198.75,26.297514619883042,0.2,-0.03633099724264706
0.377,0.016,199.25,26.297514619883042,0.2,-0.03564644607843137
0.396,0.019,199.75,31.56067251461988,0.2,-0.03710889629289216
0.414,0.018,200.0,26.4437134502924,0.2,-0.03692220052083333
0.431,0.017,200.25,26.60711214310286,0.2,-0.037793447457107845
0.447,0.016,201.0,26.60711214310286,0.2,-0.03685996859681372
0.462,0.015,201.25,23.69044547643619,0.2,-0.036486577052696076
0.48,0.018,202.0,26.76062091503268,0.2,-0.036611040900735296
0.496,0.016,202.0,23.982843137254903,0.2,-0.03723336014093137
0.513,0.017,202.25,23.982843137254903,0.2,-0.03913143382352941
0.529,0.016,203.0,23.982843137254903,0.2,-0.03601983762254902
0.545,0.016,203.0,20.649509803921568,0.2,-0.03689108455882353
0.562,0.017,203.0,12.316176470588236,0.2,-0.036984432444852944
0.578,0.016,204.0,24.816176470588236,0.2,-0.03776233149509804
0.594,0.016,204.0,21.875,0.2,-0.03692220052083333
0.611,0.017,204.75,21.323529411764707,0.2,-0.03791791130514706
0.627,0.016,205.0,24.448529411764707,0.2,-0.03601983762254902
0.643,0.016,205.0,24.448529411764707,0.2,-0.03626876531862745
0.66,0.017,205.5,17.830882352941178,0.2,-0.03732670802696078
0.676,0.016,206.0,24.080882352941178,0.2,-0.03835353477328431
0.693,0.017,206.0,15.25735294117647,0.2,-0.03754451976102941
0.708,0.015,206.75,22.13235294117647,0.2,-0.036486577052696076
0.729,0.021,207.0,24.51330532212885,0.2,-0.0390380859375
0.745,0.016,207.0,18.63095238095238,0.2,-0.03365502450980392
0.762,0.017,207.0,12.380952380952381,0.2,-0.034806315104166666
0.778,0.016,208.0,24.88095238095238,0.2,-0.03474408318014706
0.794,0.016,208.0,14.88095238095238,0.2,-0.03514859068627451
0.811,0.017,208.25,15.441176470588236,0.2,-0.033437212775735296
0.827,0.016,208.5,18.566176470588236,0.2,-0.034712967218137256
0.843,0.016,209.0,24.816176470588236,0.2,-0.03402841605392157
0.86,0.017,209.25,15.25735294117647,0.2,-0.03405953201593137
0.876,0.016,210.0,24.63235294117647,0.2,-0.03157025505514706
0.896,0.02,210.0,21.691176470588236,0.2,-0.03013892080269608
0.913,0.017,210.25,21.50735294117647,0.2,-0.0326593137254902
0.929,0.016,211.0,24.63235294117647,0.2,-0.03642434512867647
0.946,0.017,211.0,21.691176470588236,0.2,-0.034495155484068625
0.962,0.016,211.0,12.316176470588236,0.2,-0.035117474724264706
0.979,0.017,211.0,12.316176470588236,0.2,-0.03521082261029412
0.995,0.016,211.0,9.375,0.2,-0.03455738740808824
1.011,0.016,211.0,0.0,0.2,-0.03499301087622549
1.028,0.017,212.0,11.76470588235294,0.2,-0.03499301087622549
1.044,0.016,212.0,11.76470588235294,0.2,-0.034899662990196076
1.06,0.016,212.0,11.76470588235294,0.2,-0.034401807598039215
1.077,0.017,212.0,11.76470588235294,0.2,-0.032908241421568625
1.093,0.016,212.0,11.76470588235294,0.2,-0.03483743106617647
1.11,0.017,212.0,0.0,0.2,-0.0366421568627451
1.126,0.016,212.0,0.0,0.2,-0.03493077895220588
1.143,0.017,212.0,0.0,0.2,-0.036299881280637256
1.159,0.016,212.0,0.0,0.2,-0.03654880897671569
1.175,0.016,212.0,0.0,0.2,-0.03570867800245098
1.192,0.017,212.0,0.0,0.2,-0.03570867800245098
1.208,0.016,212.0,0.0,0.2,-0.035490866268382354
1.224,0.016,212.0,0.0,0.2,-0.035397518382352944
1.241,0.017,212.0,0.0,0.2,-0.0358642578125
1.257,0.016,212.0,0.0,0.2,-0.03614430147058824
1.273,0.016,212.0,0.0,0.2,-0.035584214154411764
1.29,0.017,212.0,0.0,0.2,-0.03679773667279412
1.306,0.016,212.0,0.0,0.2,-0.03676662071078431
1.323,0.017,212.0,0.0,0.2,-0.03527305453431372
1.339,0.016,212.0,0.0,0.2,-0.03542863434436275
1.355,0.016,212.0,0.0,0.2,-0.036206533394607845
1.372,0.017,212.0,0.0,0.2,-0.037482287837009805
1.388,0.016,212.0,0.0,0.2,-0.036486577052696076
1.404,0.016,212.0,0.0,0.2,-0.0366732728247549
1.421,0.017,212.0,0.0,0.2,-0.037171128216911764
1.437,0.016,212.0,0.0,0.2,-0.03673550474877451
1.454,0.017,212.0,0.0,0.2,-0.037451171875
1.47,0.016,212.0,0.0,0.2,-0.037077780330882354
1.486,0.016,212.0,0.0,0.2,-0.03695331648284314
1.503,0.017,212.0,0.0,0.2,-0.03689108455882353
1.519,0.016,212.0,0.0,0.2,-0.03633099724264706
1.536,0.017,212.0,0.0,0.2,-0.037482287837009805
1.552,0.016,212.0,0.0,0.2,-0.03763786764705882
1.568,0.016,212.0,0.0,0.2,-0.037793447457107845
1.585,0.017,212.0,0.0,0.2,-0.03645546109068627
1.601,0.016,212.0,0.0,0.2,-0.03891362208946078
1.617,0.016,212.0,0.0,0.2,-0.03754451976102941
1.634,0.017,212.0,0.0,0.2,-0.03794902726715686
1.65,0.016,212.0,0.0,0.2,-0.038571346507352944
1.667,0.017,212.0,0.0,0.2,-0.0382601868872549
1.683,0.016,212.5,6.25,0.2,-0.03860246246936275
1.699,0.016,212.0,0.0,0.2,-0.037980143229166666
1.716,0.017,212.0,0.0,0.2,-0.03863357843137255
1.732,0.016,212.0,0.0,0.2,-0.03987821691176471
1.749,0.017,212.0,0.0,0.2,-0.03810460707720588
1.765,0.016,212.0,-6.25,0.2,-0.03813572303921569
1.781,0.016,212.0,0.0,0.2,-0.037388939950980395
1.798,0.017,212.0,0.0,0.2,-0.03801125919117647
1.814,0.016,212.0,0.0,0.2,-0.03850911458333333
1.83,0.016,212.0,0.0,0.2,-0.03910031786151961
1.847,0.017,212.0,0.0,0.2,-0.038571346507352944
1.863,0.016,212.0,0.0,0.2,-0.03919366574754902
1.88,0.017,212.0,0.0,0.2,-0.03872692631740196
1.896,0.016,212.0,0.0,0.2,-0.03732670802696078
1.912,0.016,212.0,0.0,0.2,-0.03776233149509804
1.929,0.017,212.0,0.0,0.2,-0.03642434512867647
1.945,0.016,212.0,0.0,0.2,-0.03794902726715686
1.961,0.016,212.0,0.0,0.2,-0.03623764935661765
1.978,0.017,212.0,0.0,0.2,-0.03689108455882353
1.993,0.015,212.0,0.0,0.2,-0.03654880897671569
2.01,0.017,212.0,0.0,0.2,-0.0366421568627451
2.026,0.016,212.0,0.0,0.2,-0.03433957567401961
2.042,0.016,212.0,0.0,0.2,-0.03374837239583333
2.059,0.017,212.0,0.0,0.2,-0.03377948835784314
2.075,0.016,212.0,0.0,0.2,-0.033997300091911764
2.092,0.017,212.0,0.0,0.2,-0.03561533011642157
2.108,0.016,212.0,0.0,0.2,-0.03452627144607843
2.125,0.017,212.0,0.0,0.2,-0.03601983762254902
2.141,0.016,212.0,0.0,0.2,-0.0350552428002451
2.157,0.016,212.0,0.0,0.2,-0.0358642578125
2.174,0.017,212.0,0.0,0.2,-0.03493077895220588
2.19,0.016,212.0,0.0,0.2,-0.03396618412990196
2.207,0.017,212.0,0.0,0.2,-0.036299881280637256
2.223,0.016,212.0,0.0,0.2,-0.0350552428002451
2.239,0.016,212.0,0.0,0.2,-0.034899662990196076
2.255,0.016,212.0,0.0,0.2,-0.03592648973651961
