time,delta,elbow_angle,elbow_velocity,elbow_torque,motor_current
0.016,0.016,250.0,3125.0,0.5,-0.025813802083333334
0.061,0.045,250.0,3125.0,0.5,-0.020430740655637256
0.077,0.016,250.0,3125.0,0.5,-0.023075597426470588
0.095,0.018,250.0,3125.0,0.5,-0.02372903262867647
0.111,0.016,250.0,3125.0,0.5,-0.024164656096813727
0.127,0.016,250.0,0.0,0.5,-0.02428911994485294
0.144,0.017,250.0,0.0,0.5,-0.023915728400735293
0.159,0.015,250.0,0.0,0.5,-0.02388461243872549
0.176,0.017,250.0,0.0,0.5,-0.024475815716911764
0.192,0.016,250.0,0.0,0.5,-0.02484920726102941
0.209,0.017,250.0,0.0,0.5,-0.024071308210784313
0.225,0.016,250.0,0.0,0.5,-0.025253714767156862
0.241,0.016,250.0,0.0,0.5,-0.02587603400735294
0.258,0.017,250.0,0.0,0.5,-0.02572045419730392
0.274,0.016,250.0,0.0,0.5,-0.02618719362745098
0.29,0.016,250.0,0.0,0.5,-0.02428911994485294
0.311,0.021,250.0,0.0,0.5,-0.02404019224877451
0.327,0.016,250.0,0.0,0.5,-0.02388461243872549
0.344,0.017,250.0,0.0,0.5,-0.02587603400735294
0.36,0.016,250.0,0.0,0.5,-0.02628054151348039
0.376,0.016,250.0,0.0,0.5,-0.025658222273284313
0.393,0.017,250.0,0.0,0.5,-0.026311657475490195
0.409,0.016,250.0,0.0,0.5,-0.025347062653186276
0.426,0.017,250.0,0.0,0.5,-0.0255337584252451
0.442,0.016,250.0,0.0,0.5,-0.025191482843137256
0.458,0.016,250.0,0.0,0.5,-0.02413354013480392
0.475,0.017,250.0,0.0,0.5,-0.023915728400735293
0.491,0.016,250.0,0.0,0.5,-0.024755859375
0.507,0.016,250.0,0.0,0.5,-0.02379126455269608
0.524,0.017,250.0,0.0,0.5,-0.026000497855392157
0.54,0.016,250.0,0.0,0.5,-0.025284830729166666
0.557,0.017,250.0,0.0,0.5,-0.02628054151348039
0.573,0.016,250.0,0.0,0.5,-0.026373889399509805
0.589,0.016,250.0,0.0,0.5,-0.025658222273284313
0.606,0.017,250.0,0.0,0.5,-0.02578268612132353
0.622,0.016,250.0,0.0,0.5,-0.025595990349264706
0.639,0.017,250.0,0.0,0.5,-0.02497367110906863
0.655,0.016,250.0,0.0,0.5,-0.02404019224877451
0.671,0.016,250.0,0.0,0.5,-0.026000497855392157
0.688,0.017,250.0,0.0,0.5,-0.024226888020833334
0.704,0.016,250.0,0.0,0.5,-0.0255337584252451
0.72,0.016,250.0,0.0,0.5,-0.025284830729166666
0.737,0.017,250.0,0.0,0.5,-0.025409294577205883
0.753,0.016,250.0,0.0,0.5,-0.025098134957107842
0.77,0.017,250.0,0.0,0.5,-0.025689338235294117
0.786,0.016,250.0,0.0,0.5,-0.02578268612132353
0.802,0.016,250.0,0.0,0.5,-0.025751570159313727
0.819,0.017,250.0,0.0,0.5,-0.02497367110906863
0.835,0.016,250.0,0.0,0.5,-0.02497367110906863
0.852,0.017,250.0,0.0,0.5,-0.025595990349264706
0.868,0.016,250.0,0.0,0.5,-0.024382467830882354
0.884,0.016,250.0,0.0,0.5,-0.02572045419730392
0.901,0.017,250.0,0.0,0.5,-0.026062729779411764
0.917,0.016,250.0,0.0,0.5,-0.02649835324754902
0.933,0.016,250.0,0.0,0.5,-0.026062729779411764
0.95,0.017,250.0,0.0,0.5,-0.02562710631127451
0.966,0.016,250.0,0.0,0.5,-0.026000497855392157
0.983,0.017,250.0,0.0,0.5,-0.026093845741421567
0.999,0.016,250.0,0.0,0.5,-0.024475815716911764
1.015,0.016,250.0,0.0,0.5,-0.024569163602941178
1.032,0.017,250.0,0.0,0.5,-0.024413583792892157
1.048,0.016,250.0,0.0,0.5,-0.026156077665441178
1.065,0.017,250.0,0.0,0.5,-0.026093845741421567
1.081,0.016,250.0,0.0,0.5,-0.02603161381740196
1.1,0.019,250.0,0.0,0.5,-0.02587603400735294
1.118,0.018,250.0,0.0,0.5,-0.025129250919117645
1.134,0.016,250.0,0.0,0.5,-0.025658222273284313
1.15,0.016,250.0,0.0,0.5,-0.025907149969362744
1.167,0.017,250.0,0.0,0.5,-0.02484920726102941
1.183,0.016,250.0,0.0,0.5,-0.02593826593137255
1.2,0.017,250.0,0.0,0.5,-0.02484920726102941
1.216,0.016,250.0,0.0,0.5,-0.02413354013480392
1.232,0.016,250.0,0.0,0.5,-0.02603161381740196
1.249,0.017,250.0,0.0,0.5,-0.026062729779411764
1.265,0.016,249.5,-6.25,0.5,-0.025191482843137256
1.281,0.016,250.0,0.0,0.5,-0.02587603400735294
1.298,0.017,250.0,0.0,0.5,-0.026467237285539215
1.314,0.016,250.0,0.0,0.5,-0.025440410539215686
1.331,0.017,250.0,0.0,0.5,-0.026000497855392157
1.347,0.016,250.0,6.25,0.5,-0.026311657475490195
1.363,0.016,250.0,0.0,0.5,-0.026000497855392157
1.38,0.017,250.0,0.0,0.5,-0.02578268612132353
1.396,0.016,250.0,0.0,0.5,-0.02618719362745098
1.413,0.017,250.0,0.0,0.5,-0.02593826593137255
1.428,0.015,250.0,0.0,0.5,-0.025969381893382354
1.445,0.017,250.0,0.0,0.5,-0.025844918045343137
1.462,0.017,250.0,0.0,0.5,-0.025813802083333334
1.478,0.016,250.0,0.0,0.5,-0.02578268612132353
1.494,0.016,250.0,0.0,0.5,-0.026000497855392157
1.51,0.016,250.0,0.0,0.5,-0.02618719362745098
1.526,0.016,250.0,0.0,0.5,-0.026062729779411764
1.543,0.017,250.0,0.0,0.5,-0.02587603400735294
1.559,0.016,250.0,0.0,0.5,-0.025440410539215686
1.576,0.017,250.0,0.0,0.5,-0.02628054151348039
1.592,0.016,250.0,0.0,0.5,-0.025689338235294117
1.608,0.016,250.0,0.0,0.5,-0.0263427734375
1.625,0.017,250.0,0.0,0.5,-0.025751570159313727
1.641,0.016,250.0,0.0,0.5,-0.025658222273284313
1.657,0.016,250.0,0.0,0.5,-0.026685049019607842
1.674,0.017,250.0,0.0,0.5,-0.025129250919117645
1.69,0.016,250.0,0.0,0.5,-0.02643612132352941
1.707,0.017,250.0,0.0,0.5,-0.02603161381740196
1.723,0.016,250.0,0.0,0.5,-0.026249425551470588
1.739,0.016,250.0,0.0,0.5,-0.025595990349264706
1.756,0.017,250.0,0.0,0.5,-0.02537817861519608
1.772,0.016,250.0,0.0,0.5,-0.026156077665441178
1.788,0.016,250.0,0.0,0.5,-0.026124961703431374
1.805,0.017,250.0,0.0,0.5,-0.025751570159313727
1.821,0.016,250.0,0.0,0.5,-0.025907149969362744
1.838,0.017,250.0,0.0,0.5,-0.025658222273284313
1.854,0.016,249.5,-6.25,0.5,-0.025844918045343137
1.87,0.016,250.0,0.0,0.5,-0.026000497855392157
1.887,0.017,250.0,0.0,0.5,-0.02587603400735294
1.903,0.016,250.0,0.0,0.5,-0.025844918045343137
1.92,0.017,250.0,0.0,0.5,-0.02531594669117647
1.936,0.016,250.0,6.25,0.5,-0.025595990349264706
1.952,0.016,250.0,0.0,0.5,-0.02522259880514706
1.969,0.017,249.5,-5.88235294117647,0.5,-0.025751570159313727
1.985,0.016,250.0,0.3676470588235297,0.5,-0.0255337584252451
2.001,0.016,250.0,0.3676470588235297,0.5,-0.02603161381740196
2.018,0.017,250.0,0.3676470588235297,0.5,-0.02547152650122549
2.034,0.016,250.0,0.3676470588235297,0.5,-0.025160366881127452
2.051,0.017,250.0,6.25,0.5,-0.02491143918504902
2.067,0.016,250.0,0.0,0.5,-0.026311657475490195
2.083,0.016,250.0,0.0,0.5,-0.025689338235294117
2.1,0.017,250.0,0.0,0.5,-0.026373889399509805
2.116,0.016,250.0,0.0,0.5,-0.025564874387254903
2.133,0.017,249.75,-2.941176470588235,0.5,-0.026311657475490195
2.149,0.016,250.0,0.18382352941176486,0.5,-0.02593826593137255
2.165,0.016,250.0,0.18382352941176486,0.5,-0.02547152650122549
2.182,0.017,250.0,0.18382352941176486,0.5,-0.02593826593137255
2.198,0.016,249.5,-6.066176470588235,0.5,-0.025658222273284313
2.214,0.016,250.0,3.125,0.5,-0.026218309589460784
2.231,0.017,250.0,0.0,0.5,-0.025813802083333334
2.247,0.016,250.0,0.0,0.5,-0.026218309589460784
2.264,0.017,250.0,0.0,0.5,-0.025502642463235293
2.28,0.016,250.0,6.25,0.5,-0.02419577205882353
2.296,0.016,250.0,0.0,0.5,-0.025689338235294117
2.313,0.017,250.0,0.0,0.5,-0.026124961703431374
2.329,0.016,250.0,0.0,0.5,-0.025440410539215686
2.346,0.017,250.0,0.0,0.5,-0.025595990349264706
2.362,0.016,250.0,0.0,0.5,-0.025907149969362744
2.378,0.016,250.0,0.0,0.5,-0.025409294577205883
2.395,0.017,249.75,-2.941176470588235,0.5,-0.026000497855392157
2.411,0.016,249.75,-2.941176470588235,0.5,-0.026591701133578432
2.427,0.016,250.0,0.18382352941176486,0.5,-0.02587603400735294
2.444,0.017,250.0,0.18382352941176486,0.5,-0.02572045419730392
2.46,0.016,250.0,0.18382352941176486,0.5,-0.026062729779411764
2.477,0.017,250.0,3.125,0.5,-0.02578268612132353
2.493,0.016,250.0,3.125,0.5,-0.025907149969362744
2.509,0.016,250.0,0.0,0.5,-0.025813802083333334
2.526,0.017,250.0,0.0,0.5,-0.025907149969362744
2.542,0.016,250.0,0.0,0.5,-0.02531594669117647
2.559,0.017,250.0,0.0,0.5,-0.02522259880514706
2.575,0.016,250.0,0.0,0.5,-0.026622817095588235
2.591,0.016,250.0,0.0,0.5,-0.026062729779411764
2.608,0.017,250.0,0.0,0.5,-0.025564874387254903
2.624,0.016,250.0,0.0,0.5,-0.02649835324754902
2.64,0.016,250.0,0.0,0.5,-0.025813802083333334
2.657,0.017,250.0,0.0,0.5,-0.026218309589460784
2.673,0.016,250.0,0.0,0.5,-0.02603161381740196
2.69,0.017,250.0,0.0,0.5,-0.026529469209558825
2.706,0.016,250.0,0.0,0.5,-0.026218309589460784
2.722,0.016,250.0,0.0,0.5,-0.025564874387254903
2.739,0.017,250.0,0.0,0.5,-0.025689338235294117
2.755,0.016,250.0,0.0,0.5,-0.026062729779411764
2.772,0.017,250.0,0.0,0.5,-0.025658222273284313
2.791,0.019,250.0,0.0,0.5,-0.025564874387254903
2.807,0.016,250.0,0.0,0.5,-0.024818091299019608
2.824,0.017,250.0,0.0,0.5,-0.025907149969362744
2.84,0.016,250.0,0.0,0.5,-0.02572045419730392
2.857,0.017,250.0,0.0,0.5,-0.026124961703431374
2.873,0.016,250.0,0.0,0.5,-0.02497367110906863
2.889,0.016,250.0,0.0,0.5,-0.026093845741421567
2.906,0.017,250.0,0.0,0.5,-0.02603161381740196
2.922,0.016,250.0,0.0,0.5,-0.02547152650122549
2.938,0.016,250.0,0.0,0.5,-0.02593826593137255
2.955,0.017,250.0,0.0,0.5,-0.025751570159313727
2.971,0.016,250.0,0.0,0.5,-0.026156077665441178
2.988,0.017,250.0,0.0,0.5,-0.026062729779411764
3.004,0.016,250.0,0.0,0.5,-0.02531594669117647
3.02,0.016,250.0,0.0,0.5,-0.026218309589460784
3.037,0.017,250.0,0.0,0.5,-0.026124961703431374
3.053,0.016,250.0,0.0,0.5,-0.025658222273284313
3.07,0.017,250.0,0.0,0.5,-0.025969381893382354
3.086,0.016,250.0,0.0,0.5,-0.026156077665441178
3.102,0.016,250.0,0.0,0.5,-0.025969381893382354
3.119,0.017,250.0,0.0,0.5,-0.026529469209558825
3.135,0.016,250.0,0.0,0.5,-0.026249425551470588
3.151,0.016,250.0,0.0,0.5,-0.025689338235294117
3.168,0.017,250.0,0.0,0.5,-0.026311657475490195
3.184,0.016,250.0,0.0,0.5,-0.026405005361519608
3.201,0.017,250.0,0.0,0.5,-0.025689338235294117
3.217,0.016,250.0,0.0,0.5,-0.026124961703431374
3.233,0.016,250.0,0.0,0.5,-0.02572045419730392
3.25,0.017,250.0,0.0,0.5,-0.026124961703431374
3.266,0.016,250.0,0.0,0.5,-0.026062729779411764
3.282,0.016,250.0,0.0,0.5,-0.02522259880514706
3.299,0.017,250.0,0.0,0.5,-0.025564874387254903
3.315,0.016,250.0,0.0,0.5,-0.02603161381740196
3.332,0.017,250.0,0.0,0.5,-0.026405005361519608
3.348,0.016,250.0,0.0,0.5,-0.025844918045343137
3.364,0.016,250.0,0.0,0.5,-0.025751570159313727
3.381,0.017,250.0,0.0,0.5,-0.025907149969362744
3.397,0.016,250.0,0.0,0.5,-0.02643612132352941
3.414,0.017,250.0,0.0,0.5,-0.025751570159313727
3.43,0.016,250.0,0.0,0.5,-0.025813802083333334
3.446,0.016,250.0,0.0,0.5,-0.02578268612132353
3.463,0.017,250.0,0.0,0.5,-0.026124961703431374
3.479,0.016,250.0,0.0,0.5,-0.025813802083333334
3.495,0.016,249.5,-6.25,0.5,-0.025844918045343137
3.512,0.017,250.0,-0.3676470588235297,0.5,-0.02587603400735294
3.528,0.016,250.0,-0.3676470588235297,0.5,-0.02547152650122549
3.545,0.017,250.0,-0.3676470588235297,0.5,-0.026000497855392157
3.561,0.016,250.0,-0.3676470588235297,0.5,-0.025689338235294117
3.577,0.016,250.0,5.88235294117647,0.5,-0.025564874387254903
3.594,0.017,250.0,0.0,0.5,-0.026124961703431374
3.61,0.016,250.0,0.0,0.5,-0.025689338235294117
3.627,0.017,250.0,0.0,0.5,-0.026124961703431374
3.643,0.016,250.0,0.0,0.5,-0.02587603400735294
3.659,0.016,250.0,0.0,0.5,-0.02628054151348039
3.676,0.017,250.0,0.0,0.5,-0.02587603400735294
3.692,0.016,250.0,0.0,0.5,-0.025969381893382354
3.708,0.016,250.0,0.0,0.5,-0.026467237285539215
3.725,0.017,250.0,0.0,0.5,-0.026062729779411764
3.741,0.016,250.0,0.0,0.5,-0.025751570159313727
3.758,0.017,250.0,0.0,0.5,-0.025844918045343137
3.774,0.016,250.0,0.0,0.5,-0.025813802083333334
3.79,0.016,250.0,0.0,0.5,-0.02593826593137255
3.807,0.017,250.0,0.0,0.5,-0.026093845741421567
3.823,0.016,250.0,0.0,0.5,-0.02603161381740196
3.84,0.017,250.0,0.0,0.5,-0.02531594669117647
3.856,0.016,250.0,0.0,0.5,-0.02593826593137255
3.872,0.016,250.0,0.0,0.5,-0.02578268612132353
3.889,0.017,250.0,0.0,0.5,-0.026124961703431374
3.905,0.016,250.0,0.0,0.5,-0.02578268612132353
3.921,0.016,250.0,0.0,0.5,-0.026062729779411764
3.938,0.017,250.0,0.0,0.5,-0.026093845741421567
3.954,0.016,250.0,0.0,0.5,-0.025595990349264706
3.971,0.017,250.0,0.0,0.5,-0.026093845741421567
3.987,0.016,250.0,0.0,0.5,-0.025907149969362744
4.003,0.016,250.0,0.0,0.5,-0.025658222273284313
4.02,0.017,250.0,0.0,0.5,-0.026124961703431374
4.036,0.016,250.0,0.0,0.5,-0.02497367110906863
4.053,0.017,250.0,0.0,0.5,-0.02547152650122549
4.069,0.016,250.0,0.0,0.5,-0.02531594669117647
4.085,0.016,250.0,0.0,0.5,-0.025969381893382354
4.102,0.017,250.0,0.0,0.5,-0.02572045419730392
4.118,0.016,250.0,0.0,0.5,-0.026062729779411764
4.134,0.016,250.0,0.0,0.5,-0.02522259880514706
4.151,0.017,250.0,0.0,0.5,-0.02593826593137255
4.167,0.016,250.0,0.0,0.5,-0.02628054151348039
4.183,0.016,250.0,0.0,0.5,-0.02531594669117647
4.2,0.017,250.0,0.0,0.5,-0.025689338235294117
4.216,0.016,250.0,0.0,0.5,-0.02547152650122549
4.232,0.016,250.0,0.0,0.5,-0.026000497855392157
4.248,0.016,250.0,0.0,0.5,-0.025969381893382354
4.265,0.017,250.0,0.0,0.5,-0.02572045419730392
4.281,0.016,250.0,0.0,0.5,-0.02572045419730392
4.297,0.016,250.0,0.0,0.5,-0.025689338235294117
4.314,0.017,250.0,0.0,0.5,-0.026156077665441178
4.33,0.016,250.0,0.0,0.5,-0.025160366881127452
4.346,0.016,250.0,0.0,0.5,-0.025751570159313727
4.363,0.017,250.0,0.0,0.5,-0.026156077665441178
4.379,0.016,250.0,0.0,0.5,-0.026093845741421567
4.396,0.017,250.0,0.0,0.5,-0.024071308210784313
4.412,0.016,250.0,0.0,0.5,-0.0263427734375
4.428,0.016,250.0,0.0,0.5,-0.025440410539215686
4.445,0.017,250.0,0.0,0.5,-0.025813802083333334
4.461,0.016,250.0,0.0,0.5,-0.026062729779411764
4.478,0.017,250.0,0.0,0.5,-0.02578268612132353
4.494,0.016,250.0,0.0,0.5,-0.025907149969362744
4.51,0.016,250.0,0.0,0.5,-0.025844918045343137
4.527,0.017,250.0,0.0,0.5,-0.026405005361519608
4.543,0.016,250.0,0.0,0.5,-0.025347062653186276
4.559,0.016,250.0,0.0,0.5,-0.02593826593137255
4.576,0.017,250.0,0.0,0.5,-0.0263427734375
4.592,0.016,250.0,0.0,0.5,-0.025751570159313727
4.609,0.017,250.0,0.0,0.5,-0.026124961703431374
4.625,0.016,250.0,0.0,0.5,-0.026218309589460784
4.641,0.016,250.0,0.0,0.5,-0.025689338235294117
4.658,0.017,250.0,0.0,0.5,-0.025907149969362744
4.674,0.016,250.0,0.0,0.5,-0.026000497855392157
4.69,0.016,250.0,0.0,0.5,-0.025347062653186276
4.707,0.017,250.0,0.0,0.5,-0.025440410539215686
4.723,0.016,250.0,0.0,0.5,-0.02628054151348039
4.74,0.017,250.0,0.0,0.5,-0.025191482843137256
4.756,0.016,250.0,0.0,0.5,-0.02628054151348039
4.772,0.016,250.0,0.0,0.5,-0.02628054151348039
4.789,0.017,250.0,0.0,0.5,-0.02572045419730392
4.805,0.016,250.0,0.0,0.5,-0.025160366881127452
4.822,0.017,250.0,0.0,0.5,-0.026093845741421567
4.838,0.016,249.75,-3.125,0.5,-0.0255337584252451
4.854,0.016,250.0,0.0,0.5,-0.025813802083333334
4.871,0.017,250.0,0.0,0.5,-0.02587603400735294
4.887,0.016,250.0,0.0,0.5,-0.025689338235294117
4.903,0.016,250.0,0.0,0.5,-0.0263427734375
4.92,0.017,250.0,3.125,0.5,-0.025595990349264706
4.936,0.016,250.0,0.0,0.5,-0.02618719362745098
4.953,0.017,250.0,0.0,0.5,-0.025751570159313727
4.969,0.016,250.0,0.0,0.5,-0.0263427734375
4.985,0.016,250.0,0.0,0.5,-0.026218309589460784
5.002,0.017,250.0,0.0,0.5,-0.025409294577205883
5.018,0.016,250.0,0.0,0.5,-0.026000497855392157
5.035,0.017,250.0,0.0,0.5,-0.0255337584252451
