time,elbow_angle,shoulder_angle,elbow_current,shoulder_current
0.817,183.0,101.0,-0.028676470588235293,1.9607843137254903E-5
0.837,181.5,101.0,-0.028054151348039215,0.0
0.854,180.5,99.0,-0.06259286917892157,0.0011176470588235294
0.87,179.75,100.25,-0.07304783241421568,0.001715686274509804
0.886,179.0,99.0,-0.0739813112745098,3.2352941176470585E-4
0.904,179.0,99.0,-0.07485255821078432,7.843137254901961E-5
0.919,180.25,99.0,-0.07261220894607844,2.843137254901961E-4
0.935,181.75,99.0,-0.07609719669117647,3.7254901960784314E-4
0.952,184.25,99.0,-0.07438581878063726,3.529411764705882E-4
0.968,187.0,99.25,-0.06327742034313726,3.921568627450981E-4
0.985,190.25,100.0,-0.05132889093137256,3.235294117647059E-4
1.001,193.0,100.0,-0.04650591681985295,3.0392156862745097E-4
1.017,195.0,101.0,-0.04915077359068628,1.9607843137254904E-4
1.034,197.5,101.75,-0.04659926470588236,1.4705882352941175E-4
1.05,199.5,106.5,-0.043798828125,1.4705882352941178E-4
1.067,202.75,103.0,-0.04569690180759805,4.901960784313726E-5
1.083,205.5,104.0,-0.04339432061887256,9.803921568627452E-5
1.099,208.25,104.25,-0.04221191406250001,2.941176470588235E-5
1.116,212.25,105.0,-0.042149682138480395,1.0784313725490196E-4
1.132,215.25,105.0,-0.039567057291666666,6.862745098039216E-5
1.148,218.25,105.25,-0.045230162377450985,1.2745098039215687E-4
1.165,221.5,105.75,-0.04264753753063726,9.803921568627452E-5
1.181,225.5,106.0,-0.044483379289215697,5.882352941176471E-5
1.198,229.5,106.0,-0.041278435202205886,1.764705882352941E-4
1.214,232.5,106.0,-0.043767712162990205,1.8627450980392157E-4
1.23,236.5,106.0,-0.042865349264705886,1.7647058823529413E-4
1.247,240.5,108.5,-0.04382994408700981,2.5490196078431374E-4
1.263,244.5,106.0,-0.044265567555147066,2.745098039215687E-4
1.28,247.75,106.0,-0.04793725107230393,2.745098039215687E-4
1.296,251.25,112.0,-0.04379882812500001,3.4313725490196074E-4
1.312,254.5,118.25,-0.04379882812500001,2.4509803921568627E-4
1.329,257.75,119.0,-0.04361213235294118,2.745098039215687E-4
1.345,261.25,119.5,-0.04485677083333334,2.3529411764705883E-4
1.361,264.25,120.0,-0.04398552389705883,1.5686274509803922E-4
1.378,267.0,120.25,-0.04289646522671569,1.5686274509803925E-4
1.394,269.5,121.0,-0.040998391544117656,7.843137254901961E-5
1.411,272.25,121.75,-0.04600806142769608,1.3725490196078434E-4
1.427,275.5,123.25,-0.040344956341911764,6.862745098039216E-5
1.443,278.5,122.0,-0.04781278722426471,1.5686274509803922E-4
